Probes	GSM65752	GSM65753	GSM65755	GSM65757	GSM65758	GSM65760	GSM65761	GSM65762	GSM65763	GSM65764	GSM65767	GSM65768	GSM65769	GSM65770	GSM65771	GSM65772	GSM65773	GSM65774	GSM65775	GSM65776	GSM65779	GSM65781	GSM65783	GSM65784	GSM65785	GSM65786	GSM65788	GSM65789	GSM65790	GSM65791	GSM65792	GSM65793	GSM65794	GSM65795	GSM65796	GSM65797	GSM65798	GSM65799	GSM65800	GSM65801	GSM65803	GSM65804	GSM65805	GSM65806	GSM65807	GSM65808	GSM65811	GSM65814	GSM65815	GSM65816	GSM65817	GSM65818	GSM65819	GSM65821	GSM65822	GSM65824	GSM65830	GSM65831	GSM65832	GSM65833	GSM65834	GSM65836	GSM65837	GSM65839	GSM65841	GSM65842	GSM65843	GSM65844	GSM65845	GSM65848	GSM65850	GSM65853	GSM65855	GSM65857	GSM65860	GSM65861	GSM65862	GSM65863	GSM65865	GSM65866	GSM65867	GSM65868	GSM65869	GSM65870	GSM65871	GSM65872	GSM65873	GSM65874	GSM65875	GSM65878	GSM65880
210426_x_at	5.410172	5.977661	5.976006	6.462015	8.501298	6.451373	6.764003	6.839088	7.0847	6.14389	6.744	6.537639	6.740497	6.339829	7.501356	7.622397	6.422407	6.144017	6.806533	6.061023	6.321743	6.057731	6.927988	6.457737	7.599689	5.81151	7.256711	7.178958	6.635209	5.982436	6.567702	7.778142	6.942116	6.083803	7.29457	7.696328	7.652487	7.726218	6.900306	7.038847	7.701768	7.684841	7.72066	7.135174	6.620555	7.036294	7.244089	7.300034	7.146061	6.44122	6.39918	6.630392	6.175743	5.05316	4.895797	4.798336	5.224445	5.010094	5.161956	5.044502	4.837963	4.665578	5.043143	4.937777	5.219462	5.091797	4.918416	4.815456	4.955711	5.167352	5.209841	5.253859	4.874406	4.90971	5.115825	5.320113	5.053106	5.028456	5.300782	5.160673	4.960262	5.181169	5.093448	5.144006	4.950843	5.254131	4.838139	5.15132	5.093729	4.898713	5.018841
221790_s_at	7.717389	7.999532	8.056874	8.376541	7.940843	7.897823	7.78848	7.634276	8.227525	8.265796	8.630546	8.465403	7.926806	7.947446	7.789939	8.439311	8.349197	7.964848	8.104469	8.215317	7.890933	8.635005	7.900281	8.624275	8.583537	8.899444	7.834284	7.677209	7.999891	8.167305	7.919255	7.960191	8.644815	7.730075	7.847109	7.854933	8.126282	8.147138	8.163738	8.059098	7.862654	7.926166	7.506285	7.691909	7.955989	7.622626	8.425638	8.135863	8.197774	7.550057	8.322247	8.00515	8.083883	8.051174	7.486053	8.197323	8.293149	8.133098	8.387383	8.078194	7.416306	7.739369	7.907265	8.333926	7.713922	7.86061	8.171283	8.003691	8.048036	8.331279	8.459574	7.907731	8.220144	7.542165	8.451806	7.954796	8.324559	7.769727	7.997558	7.716196	8.189993	7.762672	7.758524	7.591032	7.716996	8.280315	7.59324	7.591097	8.361652	7.195922	7.956531
214521_at	5.063803	5.106273	5.063606	5.248197	4.958434	5.137334	5.029601	5.023639	5.135976	4.96382	5.388373	4.85314	4.882946	5.026769	5.536206	5.48827	5.296078	5.09057	4.813219	5.231615	5.227328	5.222015	5.07336	4.902638	4.884471	4.962105	5.088796	5.164853	5.034273	5.118162	4.891542	5.255783	5.562113	5.178665	5.087323	5.142606	5.015514	5.119269	5.304888	5.078495	4.95255	5.123177	5.264439	5.154822	5.399187	4.95734	4.75699	5.233636	5.111876	5.118344	5.405738	5.41601	4.978064	5.317906	5.399353	5.269476	5.298109	5.571187	5.467157	5.730721	5.36237	5.530516	5.335595	5.673391	5.492366	5.45162	5.25939	5.533856	5.453312	5.308099	5.545507	5.644377	5.25009	5.57064	5.419256	5.55515	5.422237	5.287179	5.344446	5.533747	5.548423	5.551706	5.465884	5.411936	5.829485	5.377879	5.539358	5.466767	5.647243	5.684297	5.458944
200712_s_at	7.814182	7.528026	7.665224	8.167523	7.549362	7.643062	7.740674	8.35093	7.574812	7.725735	7.172626	9.101116	8.532958	7.667583	7.39252	7.795959	7.946858	8.386358	8.393744	7.638388	7.686195	7.811745	6.969346	8.101124	7.804673	8.184144	7.671707	7.274144	8.039872	7.155948	8.048669	7.486028	7.506942	7.842726	7.489733	7.764587	7.96918	7.425517	7.846252	8.053314	7.339636	6.905646	7.267831	8.00318	7.39808	7.572856	7.435571	7.573905	6.668021	7.10503	7.850895	7.861925	8.427819	8.401851	8.48196	8.25319	8.490597	7.865446	8.544891	8.290463	9.088539	8.359129	8.504418	8.885768	8.670988	8.418929	9.102915	8.060466	8.564696	8.306786	8.803556	7.950314	8.481197	9.225704	8.154873	8.492684	8.695793	8.851455	8.514092	8.455789	8.091094	8.763265	8.969488	9.126439	8.000983	8.211703	8.541645	8.000244	8.46801	8.057772	8.458552
215170_s_at	4.173005	3.996311	4.022218	3.877737	3.978463	4.065657	4.092473	4.066377	3.936723	3.965851	3.999587	3.956276	4.01494	3.922504	4.097821	4.006729	3.875382	4.010593	3.973047	4.106679	4.025351	4.172037	4.071222	4.084883	4.063113	3.931457	4.059291	4.00036	3.949763	3.949959	4.086599	4.190104	4.19718	4.072429	4.040613	3.96414	4.029499	4.031326	3.780564	3.986888	3.98238	4.030149	4.321717	4.234798	3.936334	4.060213	4.063147	3.989044	4.023233	4.473623	4.002137	4.016866	3.972553	4.352131	4.201923	4.243633	4.159866	4.527486	4.139788	4.307831	4.165592	4.498523	4.401086	4.204774	4.412265	4.376234	4.243807	4.168082	4.44848	4.102704	4.259765	4.220424	4.356155	4.286916	4.23598	4.21111	4.072908	4.26719	4.168195	4.397452	4.210465	4.488721	4.248573	4.274939	4.273538	4.2179	4.38998	4.396303	4.247947	4.619284	4.230514
210874_s_at	7.361041	7.699749	7.103799	7.407733	7.528519	7.540877	7.758603	7.446819	7.709799	7.502064	7.874854	7.222121	7.359375	7.44222	7.683226	7.66425	7.444276	7.630681	7.218699	7.955659	7.670619	7.854013	7.611411	7.742062	7.190632	7.689095	7.634044	7.722116	7.619934	7.576662	7.300768	7.513278	7.550556	7.286097	7.304958	7.653752	7.345148	7.592004	7.584006	7.489291	7.478804	7.751893	7.347476	7.398378	7.776405	7.778899	7.417588	7.712321	7.513141	7.513376	7.507491	7.695488	7.374743	8.011602	7.917535	7.863979	7.623056	8.025469	8.105694	7.927126	7.873882	7.970805	8.88299	7.625798	7.881393	7.87876	7.78592	8.01887	7.779287	7.831464	7.923649	8.242467	7.899778	7.895896	7.998444	8.095911	8.370185	7.588724	8.144697	7.870117	7.932209	8.150254	7.763906	7.881895	7.851765	7.84767	7.710097	7.784703	8.353827	8.235926	8.116608
207670_at	7.539737	7.455022	7.282131	7.814483	7.324488	7.817098	7.555089	7.462838	7.451063	7.550147	7.742277	7.538749	7.35691	7.550505	7.482424	7.681182	7.548352	7.473736	7.443048	7.425899	7.523627	7.789213	7.582587	7.433049	7.25734	7.684358	7.359838	7.69549	7.483651	7.732179	7.573931	7.500175	7.703344	7.655162	7.560653	7.561065	7.451586	7.582144	7.568867	7.347966	7.577812	7.683039	7.794782	7.750453	7.729912	7.50692	7.436521	7.701222	7.55817	7.638141	7.722984	7.689307	7.656297	7.267316	7.769161	7.475356	7.192427	7.665022	7.585675	7.752099	7.243079	7.861528	7.385988	7.54013	7.736356	7.788053	7.62873	7.958689	7.619369	7.369378	7.388832	7.559299	7.35253	7.609615	7.664675	7.558612	7.60512	7.624698	7.549847	7.516457	7.714846	7.536151	7.29178	7.451977	7.645271	7.480183	7.507694	7.413788	7.464706	7.500368	7.665039
201364_s_at	8.372625	8.689664	8.731623	9.10767	8.536089	8.679818	8.170447	8.922719	8.852572	8.942541	8.51964	9.130639	9.051038	9.099124	8.691823	8.597054	8.92745	9.606011	8.830911	8.959146	8.730964	8.806424	8.437809	8.994347	8.776349	8.825162	8.712834	8.527729	9.016051	8.268813	9.256407	8.776203	8.593683	8.664616	8.938901	8.778489	8.832197	8.878472	9.194549	9.152741	8.327915	8.665578	8.928858	8.491999	8.528391	8.664718	8.985579	8.755149	8.489418	8.729049	9.22687	9.258267	9.153665	9.573558	9.332869	9.842662	9.794953	9.304374	9.865904	9.847182	10.272396	10.041793	9.30707	9.460747	9.738119	9.818413	9.572908	9.432566	9.537622	9.713999	9.126996	9.658445	9.62088	9.525709	9.552857	9.369081	10.166388	9.617364	9.90253	8.833506	9.569857	9.534216	10.017488	10.018199	8.884719	9.504191	9.052625	9.110913	9.696012	9.528335	9.754277
210210_at	7.721615	7.99232	7.736301	7.576621	7.634917	7.823084	7.48407	7.904589	7.545159	7.456691	7.712843	7.191474	7.679769	7.841441	7.757862	7.914875	7.68069	7.491986	7.755537	7.749135	7.788057	8.155818	8.441996	7.807951	8.134867	7.55817	8.112936	7.749654	7.484306	7.712461	7.669282	8.195814	8.206695	7.804037	8.086211	7.513923	7.663859	7.764064	7.60885	7.505137	8.172366	8.125069	8.222491	8.908802	7.783874	7.587787	7.878488	7.237528	7.923048	8.311118	7.543351	7.520595	7.44142	8.559565	8.536735	8.988634	8.392695	8.911287	8.653476	8.749853	7.562668	8.911591	8.358984	8.672149	8.709467	8.808473	8.583008	8.644131	8.890165	8.715151	8.548487	8.625301	8.86642	9.111359	9.181064	8.74745	7.99601	8.959287	7.93055	9.11173	9.264606	8.857787	7.959799	8.511167	9.284002	9.202747	9.365311	9.698232	8.369761	9.504457	8.510465
200809_x_at	13.211502	12.97426	13.781469	12.289764	12.876034	13.106695	12.515448	12.522665	12.676664	12.622495	13.100848	12.796832	12.708811	12.712599	13.106497	12.683236	12.800923	13.051025	12.730553	12.788213	13.026352	12.750712	12.842662	12.776934	12.430441	12.577386	13.057571	12.707608	12.783452	13.021308	12.804942	13.289358	12.767796	12.47002	12.892702	12.624575	12.848794	12.667243	12.422672	12.786294	12.892591	12.620072	12.761003	12.472671	12.836853	12.927363	13.276273	12.977802	12.852639	12.606632	12.776831	12.740562	12.678868	14.008397	14.33875	14.088423	14.256362	13.351458	14.147258	13.954188	13.742995	14.247801	13.239747	14.040271	14.038366	13.792638	13.795861	13.741383	13.988681	13.843836	13.577907	13.880383	13.817593	13.797106	13.795011	13.785129	14.188334	13.598201	14.215709	13.531505	13.675083	13.826023	13.85254	13.752888	14.185468	13.940414	14.309467	14.244344	13.611019	14.393502	14.273049
219682_s_at	8.473556	8.45757	8.978887	8.094909	7.413375	9.022759	7.424437	8.10313	8.820996	8.588073	8.243519	7.520144	8.94622	9.373069	8.159379	8.780217	8.733436	10.5503	9.509259	8.818186	8.745722	8.423568	9.146495	10.08766	9.493299	8.188029	9.19681	9.444217	8.852467	9.010702	7.492279	9.182713	7.161573	7.428087	9.239359	8.430612	8.931925	8.547203	8.916759	10.107365	8.428138	7.819519	6.418421	6.990898	9.265572	8.985439	8.743782	9.171688	9.820986	7.751513	9.168641	9.149269	7.811458	10.054201	9.993043	10.205887	10.832378	9.957267	9.72959	10.493949	9.857946	10.194657	9.956791	8.339137	7.347445	6.927384	7.676184	10.088615	6.748661	9.731244	6.286862	8.182777	10.681739	9.864251	9.278523	8.031496	9.490865	7.884685	9.203703	10.161806	9.501372	9.999447	10.199018	9.947521	10.796084	11.228329	9.375243	10.508174	9.458268	9.685625	10.577047
207141_s_at	6.031289	5.572036	5.767368	6.606587	5.506983	6.03883	5.489226	5.725429	6.367346	5.439981	5.894552	5.574271	5.438285	5.588908	6.053936	5.956278	6.122457	5.759597	5.345444	5.757758	5.757175	6.102276	6.059254	8.050442	5.796488	6.020725	5.569928	5.78981	5.499681	6.235754	5.421705	5.667522	5.731296	5.787996	5.381823	5.868558	5.872184	5.778391	5.484096	5.548239	5.668285	5.875151	6.021323	6.044125	6.242424	5.618763	5.356884	5.779421	5.530163	5.613089	5.806951	5.782466	5.687171	5.779069	5.814253	6.019668	5.919198	5.89343	5.934657	6.03099	5.772887	5.985027	5.75839	5.427084	5.693754	6.007262	5.573971	6.384633	5.962284	7.278096	5.729124	6.543981	5.738982	6.268351	5.625036	5.733482	9.097216	5.63993	5.721476	5.870773	5.666514	7.552056	8.250827	5.797289	5.99206	5.884886	5.729339	6.411949	9.060381	6.078227	5.667638
216451_at	6.709939	6.430137	6.524299	6.390187	6.574165	6.750591	6.876517	6.568291	6.703087	6.693867	7.266932	6.564562	6.639702	6.434086	6.801373	6.511551	6.614329	6.602569	6.164104	6.78566	6.481664	6.803013	7.039797	6.50141	6.776209	6.414783	6.538949	6.95322	6.470161	6.767331	6.224455	6.597366	6.995173	6.831849	6.376173	6.821478	6.601936	6.569548	6.32167	6.598368	6.435445	6.75092	6.685032	6.942448	7.016983	6.492666	6.313328	6.710826	6.491495	6.71686	6.862085	6.487523	6.571735	6.472853	6.781944	6.55853	6.530524	6.705753	6.583012	6.60128	6.241869	6.420345	6.350215	6.411087	6.772187	6.954373	6.317516	6.805413	6.909337	6.523314	6.474719	6.703565	6.393826	6.663414	6.516884	6.566936	6.568712	6.303669	6.549502	6.719088	6.500887	6.549986	6.691257	6.540563	6.648499	6.497212	6.53738	6.412719	6.919313	6.755778	6.663662
209001_s_at	10.102768	9.761889	9.998107	10.136332	10.067677	9.569675	10.169392	10.025349	9.82599	10.41964	10.258147	10.065658	9.89382	10.126804	9.852876	9.814479	10.019422	10.250968	10.065652	10.177168	10.102138	10.63585	9.974693	10.171382	9.946714	10.044933	9.689558	9.82572	9.914129	9.962695	9.36571	9.792796	10.078364	9.607689	10.360269	9.651232	10.211836	10.205767	10.144702	10.899351	9.430323	9.608108	9.620589	9.95422	9.909547	10.088042	10.110629	10.100841	10.006281	9.239296	9.826446	10.072431	10.079122	11.154327	10.72954	11.053461	11.270073	10.405351	11.051051	10.53355	11.832908	10.886849	11.345301	10.488082	10.74425	10.149059	11.24386	10.862182	10.53872	11.194923	10.730563	10.99914	11.211119	10.844675	10.717079	11.222743	11.025602	10.76334	10.629788	10.703203	10.972	11.127667	11.072615	10.874978	11.310135	11.058437	11.026679	10.9673	11.084866	10.740014	10.467816
204221_x_at	6.382131	5.923093	5.434307	5.995486	6.493523	6.191154	6.196938	6.163974	6.059199	6.238759	5.905554	5.99822	6.345296	6.567221	6.490608	6.682031	5.86466	5.992971	6.463459	6.445785	5.929402	5.917803	6.153985	5.860157	6.23195	5.987238	6.625384	6.144567	6.608819	6.238341	5.968076	6.227077	6.624354	6.114508	6.388653	6.874152	6.89351	6.336232	6.039426	6.197959	5.976146	6.995676	6.658244	6.769564	6.494318	6.14847	6.234537	6.415219	5.86186	5.51353	6.490606	6.214841	6.268059	7.575549	7.264081	7.815189	7.465147	7.222231	7.599914	7.614131	6.885217	7.392887	7.631749	7.134984	8.194269	7.221894	7.438919	7.108925	7.334895	7.371529	8.132078	7.651488	7.114175	7.308425	6.85459	8.011509	6.930856	8.157107	7.417822	7.184335	7.205579	6.794901	7.221922	7.487164	7.351537	7.905888	7.672056	7.219284	6.993441	7.755964	7.774086
210967_x_at	6.237556	6.299705	6.249916	6.665273	6.223535	6.771036	6.473122	6.309803	6.33393	6.581603	6.93276	6.683174	6.391184	6.574699	6.616716	6.778146	6.269328	6.285683	6.363007	6.540751	6.388237	6.565742	6.63119	6.37359	6.222046	6.253691	6.106872	6.562485	6.594183	6.717322	6.654933	6.360625	6.958146	6.898839	6.22428	6.763015	6.159957	6.452843	6.637329	6.334043	6.368766	6.413935	6.588066	6.58702	6.833775	6.49277	6.136523	6.858513	6.600032	6.428319	6.760189	6.908715	6.836982	6.486299	6.586208	6.263889	6.205069	6.527713	6.458951	6.777173	6.525825	6.678072	6.558161	6.670258	6.749616	6.825958	6.729674	6.667735	6.544452	6.547576	6.71984	6.948161	6.029155	6.572124	6.518681	6.628374	6.386552	6.609278	6.541645	6.676691	6.703876	6.547576	6.414303	6.592869	6.507125	6.493849	6.674772	6.420994	6.849403	6.925685	6.840976
215162_at	5.528933	5.488067	5.55301	5.543337	5.687468	5.656177	5.569255	5.828936	5.696793	5.479203	5.912647	5.461293	5.558881	5.423776	5.912142	5.764545	5.67587	5.601855	5.577077	5.653143	5.756531	5.60475	6.112185	5.571502	5.66491	5.660221	6.071776	5.950285	5.594933	5.596984	5.538524	6.140802	5.687633	5.601006	5.616314	5.646766	5.558719	5.810092	5.631188	5.599897	5.931343	5.665004	5.644684	5.655268	6.055625	5.661347	5.50443	5.729273	5.713111	5.67363	5.583408	5.744957	5.460835	6.964749	6.810177	7.03242	6.78581	6.832212	7.112451	6.928379	6.820138	6.728711	6.742349	6.821155	6.7123	6.882729	6.742711	7.018551	7.010462	7.029708	6.859801	7.110785	6.817345	7.065354	7.122651	6.855184	6.718541	6.659692	6.937958	6.787954	6.914182	7.25392	6.639913	6.876068	7.354074	7.004221	7.125381	7.281441	7.107899	6.882402	6.952676
214847_s_at	7.625522	7.718265	7.763357	7.71773	7.812816	7.898389	7.711894	7.726152	7.585486	7.728579	7.823544	7.788128	7.729244	7.731959	7.796972	8.042266	7.860498	7.690411	7.760565	7.621807	7.59962	8.049278	7.607409	7.757878	7.537902	7.935874	7.690716	7.622244	8.05064	7.655883	7.8346	7.717703	8.169969	7.910972	7.310573	7.739953	7.671546	7.6792	8.029954	7.706116	7.747283	7.76267	7.63332	7.79497	7.907442	7.676005	7.782781	7.76474	7.599833	7.574652	8.121833	7.869239	7.815064	7.878213	7.859534	7.624452	7.263554	7.740359	7.577752	7.947382	8.041624	7.941391	7.648899	7.826812	8.052313	8.439137	7.982818	7.863487	7.790825	7.663547	8.586714	8.058808	7.382264	7.744272	7.601601	7.677221	7.480536	7.972594	7.545316	7.504471	7.664309	7.690463	7.711644	7.754934	7.69193	7.617718	7.732944	7.147309	7.848214	7.695476	7.816189
221905_at	5.947602	6.218556	5.7624	6.915855	6.343296	6.443734	7.793788	6.201812	6.779101	6.246324	6.176253	6.476841	6.155692	6.240839	6.320198	6.925158	6.476455	6.059351	6.800103	6.110424	6.216949	5.915862	6.732277	6.763938	6.630348	5.855874	6.422352	6.41193	6.780263	6.075337	6.382247	6.253949	7.207901	6.18951	6.47926	6.16466	6.250098	6.166494	6.115637	5.866951	6.428439	6.316396	6.461127	6.42096	6.133636	6.005831	6.712351	5.897004	6.858268	6.790961	6.573909	6.050545	6.91739	7.700592	7.400781	7.4634	7.838387	7.591086	7.215176	7.443312	7.493391	7.255069	7.397861	7.039091	7.66574	7.505938	7.441441	7.283745	6.925812	7.363792	8.083288	7.322196	7.269009	7.4634	7.471233	7.903198	6.946068	7.629765	7.517829	7.32623	8.319423	7.474796	7.536763	7.315851	7.537765	7.740951	7.5024	7.937462	7.487914	7.789056	7.117432
222346_at	5.535396	5.612339	5.428166	5.611781	5.485812	5.673242	5.680341	5.500568	5.531017	5.603342	6.185314	5.627336	5.426336	5.586071	5.656747	5.896554	5.326304	5.44807	5.358022	5.731679	5.451256	6.007361	5.902031	5.565375	5.444768	5.422972	5.632695	6.020899	5.566999	5.600833	5.475483	5.612602	5.854678	5.738763	5.497872	5.852018	5.309145	5.747714	5.59033	5.578563	5.719839	5.76459	5.856224	5.487258	6.090401	5.459045	5.517817	5.658709	5.471604	5.832241	5.966545	5.691263	5.477874	6.441115	6.629717	6.546356	6.20295	6.698218	6.456712	6.572883	6.447692	6.630398	6.10677	6.343131	6.620313	6.586228	6.76165	6.830303	7.431613	6.426003	6.452479	6.802703	6.468092	6.517644	6.34802	6.523416	6.422664	6.285916	6.625308	6.404453	6.475372	6.677868	6.546977	6.199982	6.719215	6.549265	6.639711	6.843295	6.650453	7.111197	6.54015
203779_s_at	5.31175	4.980792	5.179555	5.007514	4.947351	5.212063	4.921236	4.834845	4.890503	4.995111	5.266714	5.100181	4.93401	5.019581	5.19708	5.351068	5.061651	4.922051	5.266174	5.362608	4.981782	5.390892	4.965629	4.765561	4.907014	4.763183	4.851222	4.999246	5.077132	5.10806	5.243131	5.111519	5.455361	5.347025	4.7379	5.146897	4.701148	5.019811	5.056654	4.992567	4.862535	5.239708	5.156275	5.649559	4.951494	4.943265	4.788925	5.249962	4.905523	5.095965	5.141683	4.994888	5.167449	5.60805	5.793219	5.72934	6.145736	5.793233	5.623177	6.207057	5.797078	5.875593	5.664277	6.217137	6.050135	6.112994	6.046796	5.80486	7.031721	6.16453	6.106212	6.153556	5.624819	5.83898	5.722798	6.110935	5.985236	6.002361	5.844047	5.989156	6.116772	5.870463	5.946642	5.926531	6.289135	6.522363	5.851818	6.411606	6.224777	6.313375	6.47012
222012_at	6.843711	6.722623	6.936318	6.573923	6.879963	6.947455	7.090301	6.570591	6.715889	6.791545	7.01903	6.938911	6.732023	6.653908	6.862449	6.84521	6.767057	6.51438	6.613075	6.802245	6.64484	6.825534	6.785485	6.739155	6.861169	6.873637	6.708145	6.691904	6.731228	6.70086	6.500306	6.64852	7.103362	6.783474	6.471768	6.875104	6.57226	6.787511	6.834579	6.795072	6.720839	6.830864	6.764626	6.892514	6.896716	6.502604	6.73416	6.736181	6.731189	6.861492	6.809441	6.889378	6.535563	6.495516	6.32091	6.219726	6.501054	6.473047	6.802451	6.418356	6.45812	6.485602	6.406398	6.545842	6.494929	6.786805	6.439313	6.532676	6.774111	6.491425	6.558334	6.277237	6.365836	6.619391	6.456191	6.544637	6.608539	6.453122	6.886702	6.462962	6.389401	6.480577	6.414889	6.460062	6.21002	6.361824	6.357567	6.284045	6.690329	6.365505	6.596422
216104_at	4.052937	4.136192	4.041158	4.232776	4.077279	4.155045	4.049941	4.115422	4.223272	4.19173	4.321586	4.083488	3.846408	4.100698	4.418649	4.367295	4.39576	4.036355	3.817395	4.323503	4.141016	4.193752	4.175898	4.169598	4.086355	3.977729	4.100868	4.201713	4.220967	4.187101	4.093815	4.099047	4.534031	4.214667	4.099587	4.213188	4.180887	4.065347	4.068503	4.107585	4.038048	4.064611	4.506797	4.395113	4.213461	4.103531	4.000078	4.258321	4.126116	4.196877	4.081578	4.092119	4.085019	4.543811	4.783136	4.520389	4.469153	4.646366	4.520892	4.83411	4.466038	4.564914	4.562028	4.483464	4.569419	4.554676	4.589189	4.622095	4.727983	4.640958	4.478645	4.713859	4.395052	4.783174	4.653504	4.64111	4.57825	4.598308	4.390978	4.58735	4.563034	4.730407	4.431818	4.4993	4.811042	4.603271	4.595532	4.839681	4.901634	4.869434	4.594842
207738_s_at	9.575908	9.514063	9.58005	10.174458	9.739313	9.713035	9.888501	10.013167	9.661843	9.811811	9.435011	10.338219	9.679727	9.672599	9.60678	9.008402	9.446774	9.825744	9.896571	9.757694	9.786332	9.528961	9.957342	9.689375	9.778144	9.840584	9.613633	9.724504	9.484522	9.795671	9.968449	9.554276	9.011636	10.143742	9.98158	9.816206	9.494055	9.567227	9.514913	9.767615	9.566139	9.54387	9.899447	9.979784	9.732193	10.077791	9.485115	9.729818	9.69906	9.964887	9.401975	9.686289	9.775819	9.945353	10.224585	9.974814	10.579885	10.319133	9.875707	10.165814	10.322619	10.184717	9.935776	10.103235	10.084614	9.580786	9.824026	9.829123	10.106351	9.99198	9.878811	9.836587	10.072785	10.300455	10.092334	10.827864	10.122385	10.25321	9.930195	10.412647	10.032348	10.106351	10.208994	9.873903	10.206601	10.546656	10.203431	10.538395	10.074033	9.818832	10.051931
215138_s_at	7.581646	7.363129	7.605007	7.278152	7.224272	7.51974	7.461897	7.083997	7.463304	7.517842	7.326192	7.264034	7.270427	7.37071	7.604913	7.548692	7.543108	7.298329	7.20615	7.043781	7.350494	7.599282	7.365013	7.476661	7.273785	7.766171	7.519522	7.320156	7.309539	7.672931	7.495777	7.559383	7.669111	7.975224	7.192717	7.546825	7.375846	7.325597	7.322489	7.282309	7.545006	7.285905	7.065649	7.464972	7.7507	7.363539	7.514513	7.6557	7.399899	7.504249	7.67046	7.401358	7.441102	7.288979	7.213495	7.195891	7.642956	7.655435	7.533579	7.231666	7.378533	7.409956	7.333318	7.289152	7.183455	7.758256	7.240772	6.980502	7.559467	7.425131	7.259291	7.512991	6.891698	7.070135	7.591183	7.25146	7.917459	7.900647	7.620563	7.201839	7.445261	7.390172	7.22017	7.645625	7.015941	7.094659	6.963474	7.323299	7.612671	7.662698	7.580684
