"","Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10","Factor11","Factor12","Factor13","Factor14","Factor15"
"RET signaling",0.997830753731865,1,0.743432963039314,0.288644030063405,0.883074985484915,0.661038956919227,1,0.893791978516752,1,1,1,0.999581074505524,1,1,1
"Golgi-to-ER retrograde transport",1,0.363967075823762,0.983322603575612,1,1,1,1,1,0.927914878291561,0.792099193235908,0.574047063031031,1,1,1,1
"Cargo recognition for clathrin-mediated endocytosis",1,1,1,0.0159291185939027,1,1,1,1,0.824494520184627,1,1,1,1,1,0.749525858605298
"Clathrin-mediated endocytosis",1,0.816807793244407,0.882738466194612,0.136551622533724,0.96296012874245,0.92722688051778,1,1,0.824494520184627,1,0.844043273483812,1,1,0.992311874404621,0.796825176901353
"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",1,1,0.983322603575612,0.932070724729423,0.000126511729254383,1,1,1,1,1,0.844043273483812,0.909321559266936,0.954493579752265,0.734412573890908,0.433955264021276
"RAB geranylgeranylation",1,1,0.972816056637447,1,1,0.603359691081916,0.785500378447013,0.942052310398637,1,1,0.99600148714089,1,0.676056630546823,0.961407587991906,1
"MET activates PTK2 signaling",0.940932010344607,1,1,0.93213936198143,0.683060474098603,0.768556417369499,1,1,1,1,1,0.806027980113336,1,0.595672102871355,0.970038528929641
"MET promotes cell motility",0.940932010344607,0.99434477308702,1,1,0.821139431759219,0.641878643367624,1,1,1,1,1,0.848936580065198,1,0.665418486998966,1
"RAB GEFs exchange GTP for GDP on RABs",0.940932010344607,1,0.972816056637447,1,1,1,1,0.893791978516752,1,1,1,0.826686762770667,1,0.908920563501567,1
"Collagen chain trimerization",0.940932010344607,0.885007604221593,1,0.826950295998684,0.999432239150324,0.966969553015859,1,1,0.824494520184627,0.9084416463993,1,0.351653932532286,1,0.588996569862278,1
"Interferon alpha/beta signaling",1,0.447311760002146,1,0.802882498592894,5.29269571966889e-10,1,0.883326496457289,0.893791978516752,1,1,1,1,0.90383722780576,0.595672102871355,0.0323925806207903
"Meiotic recombination",1,0.0605882719553636,0.882738466194612,1,3.48304466831649e-22,1,1,0.893791978516752,0.824494520184627,1,1,1,0.954493579752265,1,1
"Interleukin receptor SHC signaling",0.997830753731865,1,0.743432963039314,0.434872305791137,0.89266329251819,0.603359691081916,1,0.893791978516752,1,1,1,0.942713928738393,1,1,1
"Interferon Signaling",1,0.785742572936705,1,0.472276282442614,6.08227574946887e-12,1,1,0.98177117177248,0.930129104694011,1,1,1,1,0.742797979754849,0.00514253971858874
"O-linked glycosylation of mucins",1,0.49087227266106,0.962251925668788,0.93213936198143,1,1,1,1,1,0.888104841317087,0.602152289055244,1,1,1,1
"Iron uptake and transport",0.997830753731865,0.974482539785126,1,1,0.96296012874245,1,0.291089517820074,1,1,1,0.581148406083201,0.806027980113336,0.639656857864347,1,0.819717440801677
"Ion transport by P-type ATPases",1,1,0.882738466194612,0.855177732777279,0.363451843721676,0.955943848701626,1,1,0.926279492189559,1,1,1,1,1,1
"TRIF-mediated TLR3/TLR4 signaling ",0.940932010344607,0.805551617546528,1,0.529626452042809,0.544500249465279,0.661038956919227,1,1,1,1,1,1,1,0.991230810375526,0.445679033898634
"Transport to the Golgi and subsequent modification",0.940932010344607,1,1,0.750404422584145,1,0.937094945811978,1,0.914450814340903,1,0.789529272928072,0.911235924332644,1,0.77778867090341,1,0.843411922195324
"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",0.940932010344607,0.455195502458021,1,0.497238801458236,0.47140901792426,0.867247919572348,1,0.893791978516752,1,1,1,1,1,0.929862712132447,0.449343845231589
"MyD88 dependent cascade initiated on endosome",0.940932010344607,0.455195502458021,1,0.497238801458236,0.47140901792426,0.867247919572348,1,0.893791978516752,1,1,1,1,1,0.929862712132447,0.449343845231589
"Retinoid metabolism and transport",1,1,1,0.172610044714224,1,1,1,0.555251441355019,1,1,0.513478885464081,0.920530361792724,1,1,1
"MyD88 cascade initiated on plasma membrane",0.940932010344607,0.482304539269732,1,1,0.683213626469586,0.661038956919227,1,1,1,1,1,1,1,1,0.898285963996288
"Termination of O-glycan biosynthesis",1,1,0.773214861140704,1,1,1,1,1,1,1,0.399573246891243,1,0.90383722780576,1,1
"Amyloid fiber formation",1,0.515556962683075,1,0.510512844113202,1.36396862491302e-15,0.976644457301385,0.592761348128001,0.893791978516752,0.828769388003795,1,1,1,1,1,1
"GABA receptor activation",0.940932010344607,1,1,1,0.850153655363371,0.603359691081916,1,1,1,0.942035344306735,1,0.87119320007322,1,1,1
"GABA B receptor activation",0.940932010344607,1,0.983322603575612,1,0.571722655540592,0.438824466889272,1,1,1,0.866420295341354,1,0.609534033819601,1,1,1
"Regulation of Complement cascade",0.975241489048828,0.902497036520958,1,0.305566953465384,1,1,1,0.893791978516752,0.927836539648885,1,1,1,1,0.972602539173234,0.969996908342811
"Growth hormone receptor signaling",0.940932010344607,1,1,0.808961689640287,0.528728388701052,1,0.338484471815256,1,1,1,1,1,0.639656857864347,1,0.623177256484696
"Antigen processing: Ubiquitination & Proteasome degradation",0.940932010344607,0.826962980237951,1,1,0.932249357276235,1,1,0.910280507812325,1,0.868510033018608,1,0.775347981824363,1,1,0.964074098622506
"Class I MHC mediated antigen processing & presentation",0.940932010344607,0.696609560519084,1,0.889895754643811,0.847727839151324,0.715912522604352,1,0.824712756849455,1,1,1,0.910886172375306,1,1,0.921612614069345
"Kinesins",1,0.303255577026029,0.983322603575612,1,1,1,1,1,0.841649998618473,0.868510033018608,0.437957100893629,1,1,1,0.997993985032256
"Factors involved in megakaryocyte development and platelet production",1,0.482304539269732,0.785342260410066,0.379588849442182,0.00138698991311612,1,0.532321998202073,1,0.824494520184627,1,0.566928408143789,1,1,0.906732863727471,1
"Signaling by the B Cell Receptor (BCR)",0.841140287971934,0.780909033107047,1,0.379479118118766,1,0.603359691081916,1,0.893791978516752,0.824494520184627,0.880786037378374,0.844043273483812,0.138702432773949,1,1,1
"Ion channel transport",0.940932010344607,1,1,1,0.823333288518269,1,1,1,1,1,1,1,1,1,1
"Activation of GABAB receptors",0.940932010344607,1,0.983322603575612,1,0.571722655540592,0.438824466889272,1,1,1,0.866420295341354,1,0.609534033819601,1,1,1
